Placa|año_fiscal,monto pagado,concepto_lc|año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc| año_fiscal,monto pagado,concepto_lc,,,,,,,,,,,,,,,,
A00BDV|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78BFJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB318|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90APP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87ALV|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00UJI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AOG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00UKD|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00URZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M23ACP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00USE|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AVI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA480|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346NK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90BIW|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00IQW|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78ATX|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K23AOE|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87BLY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WRB|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052SR|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45AOI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00TTZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039GP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87BJX|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578HY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AOU|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052PB|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052TL|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87ABL|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578UP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AYI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XQS|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25AFC|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00AGJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92ARR|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ495|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25AWU|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578QO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080ER|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25AET|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WLJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00YRE|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA032|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080SP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZBD|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90ANK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00UJZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VJK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GRE|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69AYL|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25BBO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90BFP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45ABN|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HMK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039LK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00YJO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA483|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00IUB|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78AXJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98AWQ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC803|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69BKR|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AKP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25BEF|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WSO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M23AJJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346IQ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AIS|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30BLD|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45AEB|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HFG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98BGL|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XDE|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA426|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00SST|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98ADZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ376|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K23ADJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30BBH|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235VA|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189BO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080DJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB682|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AMY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XOM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27ARF|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AXA|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578GC|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87ATW|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00FZK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080BC|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90AOZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189FJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27AML|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10WLK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00TMO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080AT|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00IVP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB054|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00TWW|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87BIG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69AOQ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2013,1773,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00IJG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WQQ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69AQF|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZQV|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98ALS|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98AKK|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F45BGH|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC537|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78BDS|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235BJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XVF|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10WND|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189HO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GKP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00IVZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA122|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25ACP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XMA|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00ZMD|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA267|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25BBI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WNW|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87AQM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30BDF|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346BN|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000KS|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G66BEH|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00UCQ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080TJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039TM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00YPO|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039HK|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VRZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GZY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346XI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K23ALS|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080XS|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00TMA|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G66AIJ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XPM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69AKD|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98BBZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92BEM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K23ASP|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92AXM|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346VQ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WHW|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F27ADN|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G66AQG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB391|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA178|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB504|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039OI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90BAI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92AXC|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XNZ|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92AEG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78ALR|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D98AGT|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189VJ|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69AUZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC597|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
G66ABE|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,39|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ADY|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
F27AZB|2020,1689,38|2019,891,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
F92BCR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GNP|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92AHV|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578UO|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
189SN|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459QI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00VKR|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30ASF|2019,1625,38|2018,1545,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,39|2014,1314,38|2013,1266,38|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
000ZI|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00GIB|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC317|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90ABI|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D69ACF|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D69BLA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1252,37|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
346IG|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
L90BEI|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
D98AOW|2020,1689,38|2020,1189,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
K23BEZ|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346FB|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00SXD|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25AZA|2020,1689,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00XPY|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00IQO|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
F92ATN|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F45AXS|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
L90BFM|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
B25ABF|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00TTN|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D69AGJ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
G66AZY|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
KJ729|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
L90ABZ|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1690,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
D98ATH|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00UTA|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00ITR|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
A00XGY|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G66AVG|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB772|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
459XL|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
F45BIC|2020,1689,38|2019,1625,38|2018,1912,38|2017,1912,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
235JU|2020,1689,38|2019,1625,38|2018,1912,38|2017,1912,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,
A00YVG|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25ADR|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L90ARC|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G66AKR|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB212|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB032|null,null,false|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00WQP|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1763,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
B25BDW|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2011,1173,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,
A00IHU|2020,1689,38|2019,1625,38|2018,1912,38|2017,1912,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|2013,1266,77|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,
L90AHM|2020,1689,38|2019,1625,38|2018,1545,38|2017,1912,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,77|,,,,,,,,,,,,,,,,,,,,,,,,,,
CB390|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
B25ABH|2013,1266,38|2009,1623,38|2008,1586,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00HUK|2020,1689,38|2019,1625,38|2018,1545,38|2017,1465,38|2016,1408,38|2015,1366,38|2014,1314,38|2013,1266,38|0,1005,38|,,,,,,,,,,,,,,,,,,,,,,,,
